;Concurso;Data do Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Ganhadores 6 acertos;Cidade / UF;Rateio 6 acertos;Ganhadores 5 acertos;Rateio 5 acertos;Ganhadores 4 acertos;Rateio 4 acertos;Acumulado 6 acertos;Arrecadação Total;Estimativa prêmio;Acumulado Sorteio Especial Mega da Virada;Observação
1104;1105;02/09/2009;1;15;28;43;50;57;1;TERRA ROXA/PR;R$21.878.202,24;135;R$15.350,38;7144;R$414,39;R$0,00;R$35.396.452,00;R$2.000.000,00;R$34.770.242,31;
1109;1110;19/09/2009;6;14;26;28;42;45;2;"Curitiba/PR; 
PORTO ALEGRE/RS";R$12.343.077,59;217;R$10.870,72;11277;R$298,83;R$0,00;R$40.292.586,00;R$2.000.000,00;R$36.964.809,17;
1110;1111;23/09/2009;4;9;25;32;33;43;1;SÃO CAETANO DO SUL/SP;R$2.100.928,15;52;R$21.932,77;5266;R$309,39;R$0,00;R$19.480.656,00;R$2.000.000,00;R$37.264.941,78;
1112;1113;30/09/2009;3;6;29;36;47;59;2;"PARAUAPEBAS/PA; 
AMPARO/SP";R$2.321.158,61;82;R$16.006,62;5947;R$315,29;R$0,00;R$22.419.202,00;R$2.000.000,00;R$37.928.129,99;
1113;1114;03/10/2009;3;15;16;22;25;54;1;ITUPEVA/SP;R$2.310.563,74;65;R$19.297,02;5054;R$354,54;R$0,00;R$21.424.482,00;R$11.000.000,00;R$38.258.210,54;
1115;1116;10/10/2009;4;9;13;17;20;47;1;Florianópolis/SC;R$14.545.870,49;259;R$7.153,85;14186;R$186,58;R$0,00;R$31.648.022,00;R$2.000.000,00;R$39.132.995,07;
1120;1121;28/10/2009;4;17;18;54;56;59;1;SÃO PAULO/SP;R$22.023.474,44;94;R$21.458,13;6105;R$471,99;R$0,00;R$34.452.964,00;R$2.000.000,00;R$41.128.829,98;
1124;1125;11/11/2009;3;7;29;33;42;56;1;RIO DE JANEIRO/RJ;R$19.093.732,19;263;R$7.314,59;11744;R$234,00;R$0,00;R$32.858.866,00;R$2.500.000,00;R$42.597.525,04;
1126;1127;18/11/2009;5;8;14;24;29;30;3;"RIO DE JANEIRO/RJ; 
PORTO ALEGRE/RS; 
SÃO BERNARDO DO CAMPO/SP";R$1.463.875,35;152;R$8.083,07;7135;R$245,99;R$0,00;R$20.985.848,00;R$2.000.000,00;R$43.224.900,21;
1127;1128;21/11/2009;8;16;24;39;52;60;1;SETE LAGOAS/MG;R$1.903.809,92;43;R$24.034,81;3389;R$435,65;R$0,00;R$17.652.896,00;R$2.000.000,00;R$43.496.873,07;
1132;1133;09/12/2009;5;10;16;21;39;58;1;Montes Claros/MG;R$23.878.446,59;111;R$19.679,60;8648;R$360,84;R$0,00;R$37.311.790,00;R$2.500.000,00;R$45.864.115,44;
1134;1135;16/12/2009;4;5;6;19;23;39;1;VITÓRIA/ES;R$16.270.571,71;127;R$13.646,69;9233;R$268,15;R$0,00;R$29.603.144,00;R$2.000.000,00;R$46.652.240,14;
1139;1140;31/12/2009;10;27;40;46;49;58;2;"BRASÍLIA/DF; 
SANTA RITA DO PASSA QUATRO/SP";R$72.450.747,46;734;R$34.724,23;55988;R$650,33;R$0,00;R$435.346.884,00;R$1.500.000,00;R$0,00;
1144;1145;16/01/2010;3;16;19;24;33;60;1;BRASÍLIA/DF;R$14.836.725,73;129;R$13.095,79;8734;R$276,31;R$0,00;R$28.855.462,00;R$2.000.000,00;R$1.473.054,66;
1156;1157;27/02/2010;9;29;41;43;46;49;4;"BRASÍLIA/DF; 
CONSELHEIRO LAFAIETE/MG; 
JUNDIAÍ/SP; 
SÃO PAULO/SP";R$18.179.694,01;248;R$24.207,80;19079;R$449,52;R$0,00;R$102.544.866,00;R$2.500.000,00;R$9.115.201,42;
1159;1160;10/03/2010;1;3;5;18;40;48;1;RECIFE/PE;R$29.887.804,73;118;R$20.792,97;10504;R$333,69;R$0,00;R$41.908.820,00;R$2.000.000,00;R$10.551.253,23;
1168;1169;10/04/2010;1;11;14;23;42;48;1;TUPASSI/PR;R$46.206.248,49;179;R$20.559,27;12185;R$431,45;R$0,00;R$62.859.000,00;R$19.000.000,00;R$15.735.659,74;
1169;1170;14/04/2010;11;13;27;34;46;49;1;RIO DE JANEIRO/RJ;R$19.095.125,12;228;R$7.995,63;10746;R$242,34;R$0,00;R$31.138.258,00;R$2.000.000,00;R$16.215.397,51;
1176;1177;08/05/2010;33;38;47;50;52;55;1;SÃO PAULO/SP;R$32.015.488,03;78;R$34.840,80;6269;R$619,27;R$0,00;R$46.418.328,00;R$2.000.000,00;R$19.537.432,09;
1182;1183;29/05/2010;5;10;12;20;29;37;4;"RIO DE JANEIRO/RJ; 
SÃO BERNARDO DO CAMPO/SP; 
SÃO PAULO/SP";R$8.393.631,32;545;R$5.264,03;21948;R$186,73;R$0,00;R$49.002.816,00;R$2.500.000,00;R$22.757.758,73;
1185;1186;09/06/2010;7;8;12;13;15;41;1;SÃO PAULO/SP;R$21.726.964,78;196;R$10.820,67;12126;R$249,85;R$0,00;R$36.225.720,00;R$1.500.000,00;R$24.079.194,19;
1189;1190;23/06/2010;10;11;19;37;53;56;2;"SÃO GONÇALO DO RIO ABAIXO/MG; 
CARLÓPOLIS/PR";R$9.806.336,06;146;R$12.331,72;7261;R$354,22;R$0,00;R$30.752.700,00;R$2.000.000,00;R$25.592.898,97;
1194;1195;10/07/2010;17;20;26;27;55;57;1;MOMBAÇA/CE;R$20.642.817,77;63;R$30.696,54;4448;R$621,10;R$0,00;R$33.032.140,00;R$2.000.000,00;R$27.417.227,11;
1199;1200;28/07/2010;3;10;11;39;54;56;1;SÃO PAULO/SP;R$21.815.376,29;91;R$21.564,27;6489;R$432,01;R$0,00;R$33.518.376,00;R$2.000.000,00;R$29.333.748,06;
1210;1211;04/09/2010;3;15;31;36;48;54;7;"RIO DE JANEIRO/RJ; 
BOTUCATU/SP; 
MANDURI/SP; 
OSASCO/SP; 
PRAIA GRANDE/SP; 
Ribeirão Preto/SP; 
SÃO PAULO/SP";R$13.217.564,89;981;R$10.616,29;44163;R$336,88;R$0,00;R$177.888.800,00;R$2.000.000,00;R$39.049.215,76;
1219;1220;06/10/2010;5;15;43;48;52;55;1;FONTOURA XAVIER/RS;R$119.142.144,27;377;R$28.258,54;30478;R$499,35;R$0,00;R$181.969.176,00;R$3.000.000,00;R$48.783.616,75;
1223;1224;20/10/2010;19;21;27;41;53;57;1;CARAPICUIBA/SP;R$13.344.577,42;124;R$17.833,09;6867;R$460,02;R$0,00;R$37.770.716,00;R$23.000.000,00;R$50.689.985,00;
1224;1225;23/10/2010;31;32;34;40;50;55;1;BELO HORIZONTE/MG;R$24.970.852,82;36;R$64.045,66;3825;R$861,11;R$0,00;R$39.382.110,00;R$2.000.000,00;R$51.296.733,30;
1226;1227;30/10/2010;4;28;30;31;35;54;1;FORTALEZA/CE;R$5.445.377,96;463;R$3.588,23;5301;R$447,71;R$0,00;R$28.377.038,00;R$1.600.000,00;R$52.074.644,47;
1230;1231;13/11/2010;5;20;23;27;39;49;1;SÃO PAULO/SP;R$22.383.261,66;161;R$14.975,94;9961;R$345,79;R$0,00;R$41.183.828,00;R$2.000.000,00;R$53.955.806,69;
1236;1237;04/12/2010;5;18;21;26;39;59;1;SERINGUEIRAS/RO;R$30.150.521,09;132;R$20.161,75;9303;R$408,67;R$0,00;R$45.457.850,00;R$2.000.000,00;R$56.856.971,38;
1244;1245;31/12/2010;2;10;34;37;43;50;4;"CARIACICA/ES; 
BELO HORIZONTE/MG; 
FAZENDA RIO GRANDE/PR; 
PINHAIS/PR";R$48.598.800,01;1561;R$17.722,09;94921;R$416,34;R$0,00;R$472.524.744,00;R$2.000.000,00;R$0,00;
1248;1249;15/01/2011;3;8;36;40;51;53;1;SÃO PAULO/SP;R$11.177.972,67;103;R$17.808,90;5887;R$445,12;R$0,00;R$31.331.494,00;R$9.000.000,00;R$1.596.853,29;
1256;1257;12/02/2011;2;15;26;27;30;52;2;"MADALENA/CE; 
RIO DE JANEIRO/RJ";R$26.211.767,61;154;R$24.358,21;11765;R$455,48;R$0,00;R$64.072.694,00;R$2.500.000,00;R$6.573.695,79;
1261;1262;02/03/2011;5;7;8;9;11;39;2;"RIO DE JANEIRO/RJ; 
SÃO JOSÉ DOS CAMPOS/SP";R$16.677.746,77;440;R$6.266,81;25528;R$154,30;R$0,00;R$47.098.396,00;R$2.000.000,00;R$9.258.180,92;
1268;1269;26/03/2011;4;5;15;17;27;51;2;"GOIÂNIA/GO; 
SÃO PAULO/SP";R$19.413.790,51;200;R$15.726,72;15111;R$297,35;R$0,00;R$53.724.824,00;R$17.000.000,00;R$13.214.530,82;
1275;1276;20/04/2011;5;9;11;22;36;40;2;"SÃO JOSÉ DOS PINHAIS/PR; 
LIMEIRA/SP";R$35.704.303,03;560;R$10.159,62;30367;R$267,64;R$0,00;R$97.178.962,00;R$2.500.000,00;R$19.190.685,85;
1280;1281;07/05/2011;8;11;14;30;36;38;1;RIO DE JANEIRO/RJ;R$34.943.738,22;198;R$15.752,77;12813;R$347,75;R$0,00;R$53.275.668,00;R$2.000.000,00;R$21.815.104,79;
1288;1289;04/06/2011;1;3;8;13;27;52;2;"ATIBAIA/SP; 
BEBEDOURO/SP";R$26.440.275,46;436;R$11.099,09;30724;R$225,00;R$0,00;R$82.657.220,00;R$23.000.000,00;R$27.614.309,97;
1294;1295;25/06/2011;2;5;15;20;43;57;1;SANTO ANDRÉ/SP;R$73.451.540,26;314;R$13.945,66;20014;R$312,56;R$0,00;R$74.795.498,00;R$2.500.000,00;R$32.766.611,70;
1297;1298;06/07/2011;14;15;30;53;55;60;1;MANDAGUARI/PR;R$9.047.534,60;38;R$48.940,41;4046;R$656,63;R$0,00;R$31.765.670,00;R$2.000.000,00;R$34.059.116,70;
1299;1300;13/07/2011;43;44;46;53;54;59;2;"CODÓ/MA; 
DIVINÓPOLIS/MG";R$9.484.391,42;58;R$36.709,50;3652;R$832,87;R$0,00;R$36.367.478,00;R$2.500.000,00;R$34.995.673,37;
1300;1301;16/07/2011;3;16;23;25;51;56;1;BLUMENAU/SC;R$2.751.015,40;74;R$20.181,19;5155;R$413,85;R$0,00;R$25.508.528,00;R$2.000.000,00;R$35.388.675,59;
1306;1307;06/08/2011;7;10;32;43;47;54;1;GUANHÃES/MG;R$32.075.789,45;153;R$18.962,37;11019;R$376,13;R$0,00;R$49.555.382,00;R$2.000.000,00;R$38.618.123,69;Informamos que o sorteio do concurso 1308 será realizado na terça-feira, dia 09/08/2011, às 20:00.
1314;1315;31/08/2011;1;27;29;38;50;52;1;Aracaju/SE;R$63.981.675,84;108;R$43.290,92;9003;R$741,88;R$0,00;R$79.859.638,00;R$2.500.000,00;R$43.921.707,92;
1315;1316;03/09/2011;8;13;25;34;42;48;1;VINHEDO/SP;R$2.824.002,29;241;R$6.361,12;9757;R$224,45;R$0,00;R$26.185.292,00;R$2.000.000,00;R$44.325.136,83;
1320;1321;21/09/2011;10;47;51;53;59;60;1;PETRÓPOLIS/RJ;R$31.071.213,53;128;R$24.303,54;11775;R$377,41;R$0,00;R$53.135.684,00;R$2.000.000,00;R$46.999.207,80;
1327;1328;15/10/2011;10;23;27;43;53;59;1;Teresina/PI;R$45.390.782,32;213;R$16.945,58;14179;R$363,65;R$0,00;R$61.651.408,00;R$2.000.000,00;R$51.689.595,42;
1330;1331;26/10/2011;9;24;26;39;46;57;1;PEDRO CANÁRIO/ES;R$29.215.205,37;157;R$18.125,57;11461;R$354,70;R$0,00;R$48.606.926,00;R$2.000.000,00;R$53.520.028,21;
1331;1332;29/10/2011;3;5;13;24;35;59;1;BRASÍLIA/DF;R$2.963.357,08;150;R$10.724,53;10790;R$212,98;R$0,00;R$27.477.446,00;R$2.000.000,00;R$53.943.364,94;
1334;1335;09/11/2011;3;14;20;22;49;51;1;GOIÂNIA/GO;R$21.885.288,49;94;R$26.184,33;7457;R$471,52;R$0,00;R$42.041.302,00;R$2.500.000,00;R$55.394.178,71;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1335;1336;12/11/2011;1;32;38;47;51;54;1;BARBALHA/CE;R$3.086.420,09;38;R$44.091,72;3539;R$676,33;R$0,00;R$28.618.536,00;R$2.000.000,00;R$55.835.095,87;
1337;1338;19/11/2011;1;18;19;33;43;60;1;SALVADOR/BA;R$5.448.452,03;102;R$17.484,40;6329;R$402,54;R$0,00;R$30.461.948,00;R$2.300.000,00;R$56.613.446,19;
1343;1344;10/12/2011;8;19;21;36;42;59;3;"ESTÂNCIA VELHA/RS; 
FLORIANÓPOLIS/SC; 
TAUBATÉ/SP";R$12.497.169,80;236;R$14.632,94;13393;R$368,35;R$0,00;R$58.986.186,00;R$20.000.000,00;R$60.569.269,32;
1345;1346;17/12/2011;12;32;40;47;48;59;1;CURITIBA/PR;R$24.409.476,19;57;R$45.369,34;5205;R$709,77;R$0,00;R$44.171.706,00;R$2.000.000,00;R$61.796.393,40;
1348;1349;24/12/2011;9;19;20;50;51;60;1;JUIZ DE FORA/MG;R$7.099.412,95;168;R$9.132,18;7012;R$312,56;R$0,00;R$26.205.394,00;R$170.000.000,00;R$72.672.429,30;VALOR DO PRÊMIO PRINCIPAL PARA O CONCURSO 1350 - MEGA DA VIRADA: R$ 177.617.487,62.
1349;1350;31/12/2011;3;4;29;36;45;55;5;"RUSSAS/CE; 
BRASÍLIA/DF; 
CARMO DO CAJURU/MG; 
BELÉM/PA; 
MAUÁ/SP";R$35.523.497,52;954;R$33.711,30;85582;R$536,83;R$0,00;R$549.326.718,00;R$2.500.000,00;R$0,00;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1352;1353;11/01/2012;3;11;13;27;32;47;1;SÃO LEOPOLDO/RS;R$8.311.160,99;161;R$10.586,03;10308;R$236,20;R$0,00;R$29.111.596,00;R$2.000.000,00;R$1.187.308,75;
1353;1354;14/01/2012;2;8;38;42;48;49;1;INDAIAL/SC;R$2.815.977,40;71;R$21.530,61;4842;R$451,01;R$0,00;R$26.110.882,00;R$9.500.000,00;R$1.589.591,26;
1359;1360;04/02/2012;2;16;17;25;50;54;2;"ARAPIRACA/AL; 
ITAÚNA/MG";R$22.673.254,06;112;R$30.004,55;9880;R$485,90;R$0,00;R$57.400.014,00;R$2.500.000,00;R$5.295.154,83;
1361;1362;11/02/2012;2;12;19;22;36;58;3;"VITÓRIA/ES; 
AMERICANA/SP; 
SÃO PAULO/SP";R$1.924.196,22;129;R$13.542,90;8825;R$282,80;R$0,00;R$29.840.642,00;R$2.000.000,00;R$6.119.810,37;
1365;1366;25/02/2012;12;27;37;44;54;59;1;CUIABÁ/MT;R$22.902.720,55;124;R$19.590,46;7974;R$435,20;R$0,00;R$41.492.838,00;R$2.000.000,00;R$7.839.517,74;
1367;1368;03/03/2012;10;21;26;29;32;38;1;MORRETES/PR;R$4.873.830,43;34;R$47.804,75;4447;R$522,13;R$0,00;R$27.762.382,00;R$2.000.000,00;R$8.535.779,24;
1369;1370;10/03/2012;2;4;5;27;49;59;2;SALVADOR/BA;R$7.499.281,75;115;R$18.434,86;9979;R$303,49;R$0,00;R$36.211.332,00;R$2.000.000,00;R$9.427.728,06;
1372;1373;21/03/2012;7;27;39;52;55;57;1;IPATINGA/MG;R$8.520.148,41;73;R$23.495,92;6082;R$402,87;R$0,00;R$29.296.932,00;R$2.000.000,00;R$10.644.892,18;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1374;1375;28/03/2012;14;25;28;45;53;58;2;"FOZ DO IGUAÇU/PR; 
SÃO PAULO/SP";R$7.822.077,02;121;R$16.066,97;7136;R$389,19;R$0,00;R$33.206.740,00;R$2.000.000,00;R$11.529.537,16;
1376;1377;04/04/2012;2;5;12;13;25;35;1;RIO DE JANEIRO/RJ;R$5.600.981,17;175;R$9.128,17;12352;R$184,75;R$0,00;R$27.285.304,00;R$2.000.000,00;R$12.329.677,36;
1380;1381;18/04/2012;11;27;30;40;44;57;1;SÃO PAULO/SP;R$22.817.234,34;109;R$23.177,49;7087;R$509,25;R$0,00;R$43.151.892,00;R$2.000.000,00;R$14.319.426,39;
1383;1384;28/04/2012;2;18;30;31;45;56;2;"LONDRINA/PR; 
SÃO CAETANO DO SUL/SP";R$4.030.007,03;56;R$33.924,99;5010;R$541,71;R$0,00;R$32.449.994,00;R$14.000.000,00;R$15.470.857,02;
1384;1385;02/05/2012;27;35;36;37;42;59;1;ITATIBA/SP;R$13.402.970,05;52;R$28.177,29;4170;R$501,95;R$0,00;R$25.027.030,00;R$2.000.000,00;R$15.856.440,95;
1388;1389;16/05/2012;1;16;28;39;44;57;1;CORRENTE/PI;R$13.488.668,85;146;R$14.870,28;7397;R$419,29;R$0,00;R$37.083.342,00;R$13.000.000,00;R$17.783.393,69;
1389;1390;19/05/2012;4;19;27;28;29;31;2;"FORTALEZA/CE; 
CORUMBÁ/MS";R$6.920.519,93;149;R$13.356,03;7924;R$358,77;R$0,00;R$33.991.512,00;R$2.000.000,00;R$18.307.090,69;
1392;1393;30/05/2012;4;18;24;28;39;44;1;GOVERNADOR VALADARES/MG;R$8.139.697,37;86;R$17.831,94;5717;R$383,20;R$0,00;R$26.194.122,00;R$2.000.000,00;R$19.469.904,65;
1398;1399;20/06/2012;34;39;43;56;57;60;2;"JARAGUÁ/GO; 
CURITIBA/PR";R$19.136.470,53;648;R$5.950,16;9834;R$560,11;R$0,00;R$65.858.258,00;R$20.000.000,00;R$23.637.890,60;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1400;1401;27/06/2012;11;12;25;33;48;54;1;NAVIRAÍ/MS;R$25.157.779,26;233;R$10.387,41;11965;R$288,96;R$0,00;R$41.339.942,00;R$2.000.000,00;R$24.851.466,86;
1404;1405;11/07/2012;3;14;17;32;37;39;1;CURITIBA/PR;R$27.622.910,73;315;R$9.536,48;15516;R$276,58;R$0,00;R$51.310.412,00;R$2.500.000,00;R$27.111.245,95;
1410;1411;01/08/2012;8;12;32;44;46;48;2;"ARAUCÁRIA/PR; 
SÃO BERNARDO DO CAMPO/SP";R$21.505.646,36;360;R$12.795,43;21016;R$313,11;R$0,00;R$78.679.980,00;R$3.000.000,00;R$31.390.840,47;
1411;1412;04/08/2012;6;8;24;37;41;45;1;COLATINA/ES;R$3.288.513,09;103;R$17.331,97;6893;R$369,98;R$0,00;R$30.492.424,00;R$2.000.000,00;R$31.860.628,06;
1415;1416;15/08/2012;3;19;22;24;35;49;2;"BRASÍLIA/DF; 
ESTRELA DO NORTE/SP";R$14.192.091,49;206;R$14.477,96;14457;R$294,71;R$0,00;R$50.942.620,00;R$2.500.000,00;R$33.902.220,11;
1416;1417;18/08/2012;5;12;45;52;56;59;4;"NOVA GLÓRIA/GO; 
CORONEL FABRICIANO/MG; 
BOM PRINCÍPIO/RS; 
GUARULHOS/SP";R$773.932,30;83;R$20.247,46;6383;R$376,11;R$0,00;R$28.704.854,00;R$2.000.000,00;R$34.344.467,15;
1420;1421;01/09/2012;19;31;39;44;53;59;1;SÃO PAULO/SP;R$27.700.609,77;142;R$20.561,45;8046;R$518,39;R$0,00;R$49.871.110,00;R$2.500.000,00;R$36.600.677,91;
1421;1422;05/09/2012;2;5;13;17;39;44;1;CAÇAPAVA/SP;R$2.662.243,82;250;R$5.780,87;12007;R$171,94;R$0,00;R$24.685.402,00;R$2.000.000,00;R$36.980.998,47;
1422;1423;08/09/2012;3;8;21;25;27;43;3;"MANAUS/AM; 
JABOATÃO DOS GUARARAPES/PE; 
MAUÁ/SP";R$729.819,96;187;R$6.355,96;8340;R$203,59;R$0,00;R$20.301.558,00;R$2.000.000,00;R$37.293.778,46;
1424;1425;15/09/2012;7;16;29;36;38;50;1;RIO DE JANEIRO/RJ;R$17.534.538,97;82;R$27.866,19;6460;R$505,31;R$0,00;R$39.029.976,00;R$2.000.000,00;R$38.254.587,13;
1427;1428;26/09/2012;7;15;19;34;37;55;1;RECIFE/PE;R$8.826.040,59;204;R$8.674,99;9777;R$258,58;R$0,00;R$30.227.772,00;R$2.000.000,00;R$39.515.450,10;
1432;1433;13/10/2012;4;13;14;40;46;52;1;VIÇOSA DO CEARÁ/CE;R$33.905.517,49;124;R$26.342,96;9358;R$498,66;R$0,00;R$55.794.726,00;R$2.000.000,00;R$42.942.062,39;
1433;1434;17/10/2012;3;18;22;34;55;58;2;"LUIZ ALVES/SC; 
Ribeirão Preto/SP";R$1.352.380,47;116;R$12.657,75;6335;R$331,10;R$0,00;R$25.079.638,00;R$19.000.000,00;R$43.328.456,82;
1437;1438;31/10/2012;7;14;31;33;36;49;2;SÃO PAULO/SP;R$19.240.377,33;712;R$5.654,86;19524;R$294,60;R$0,00;R$68.771.562,00;R$2.500.000,00;R$46.675.476,71;
1439;1440;07/11/2012;2;6;28;36;51;56;1;RIALMA/GO;R$24.405.605,10;148;R$19.463,78;11068;R$371,81;R$0,00;R$49.203.458,00;R$2.000.000,00;R$47.817.072,71;
1444;1445;24/11/2012;5;19;32;41;49;58;1;ARAXÁ/MG;R$33.883.410,57;133;R$25.183,96;10497;R$455,83;R$0,00;R$57.211.388,00;R$2.500.000,00;R$50.836.920,50;
1445;1446;28/11/2012;6;13;24;32;40;51;1;RIBEIRÃO PIRES/SP;R$2.639.040,77;87;R$16.466,92;5521;R$370,69;R$0,00;R$24.470.254,00;R$2.500.000,00;R$51.213.926,34;
1454;1455;31/12/2012;14;32;33;36;41;52;3;"APARECIDA DE GOIÂNIA/GO; 
FRANCA/SP; 
SÃO PAULO/SP";R$81.594.699,72;1368;R$27.413,18;113258;R$473,01;R$0,00;R$640.548.924,00;R$2.500.000,00;R$0,00;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1458;1459;12/01/2013;2;6;30;34;35;52;1;LAGES/SC;R$13.246.202,09;147;R$17.821,85;11563;R$323,66;R$0,00;R$44.748.336,00;R$13.000.000,00;R$1.892.314,64;
1461;1462;23/01/2013;5;9;25;27;38;40;1;SÃO PAULO/SP;R$22.470.803,48;392;R$7.251,21;12264;R$331,10;R$0,00;R$48.551.594,00;R$2.000.000,00;R$3.912.974,58;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1465;1466;06/02/2013;4;6;13;34;37;51;1;RIO DE JANEIRO/RJ;R$29.873.254,83;213;R$14.617,47;15287;R$290,95;R$0,00;R$53.181.258,00;R$3.000.000,00;R$6.346.608,23;
1466;1467;09/02/2013;23;24;26;41;52;53;1;CONTAGEM/MG;R$3.097.080,96;75;R$22.416,97;3925;R$611,92;R$0,00;R$28.717.388,00;R$1.500.000,00;R$6.789.048,38;
1467;1468;13/02/2013;1;2;10;19;20;37;1;VOLTA REDONDA/RJ;R$1.542.491,77;179;R$4.677,95;6493;R$184,23;R$0,00;R$14.302.608,00;R$2.000.000,00;R$7.009.404,35;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1469;1470;20/02/2013;2;34;36;38;51;55;2;"IÚNA/ES; 
CÓRREGO NOVO/MG";R$9.438.162,39;172;R$13.889,98;9203;R$370,85;R$0,00;R$40.807.202,00;R$3.000.000,00;R$8.058.987,62;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1473;1474;06/03/2013;1;2;3;11;28;43;1;ALTO PARNAÍBA/MA;R$14.742.572,93;158;R$15.031,99;11838;R$286,61;R$0,00;R$40.567.716,00;R$16.000.000,00;R$10.165.069,53;
1474;1475;09/03/2013;12;13;37;44;48;51;1;COTIA/SP;R$16.179.244,60;111;R$20.277,36;9065;R$354,70;R$0,00;R$38.445.112,00;R$3.000.000,00;R$10.757.381,79;
1479;1480;27/03/2013;9;14;21;26;36;52;1;TERESÓPOLIS/RJ;R$31.618.202,79;151;R$19.792,67;11395;R$374,68;R$0,00;R$51.049.112,00;R$2.500.000,00;R$13.605.857,42;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1485;1486;17/04/2013;1;6;10;34;40;54;1;LONDRINA/PR;R$37.137.524,71;174;R$20.176,24;12128;R$413,52;R$0,00;R$59.964.778,00;R$2.500.000,00;R$17.230.410,34;
1487;1488;24/04/2013;4;22;25;38;45;51;1;HORTOLÂNDIA/SP;R$6.092.267,98;144;R$11.881,33;7105;R$344,00;R$0,00;R$29.223.638,00;R$2.800.000,00;R$18.100.734,36;Sorteio realizado em Estúdio de TV.
1488;1489;27/04/2013;1;15;24;26;28;48;1;CAMPO GRANDE/MS;R$2.867.241,35;86;R$18.098,87;5462;R$407,09;R$0,00;R$26.586.222,00;R$17.000.000,00;R$18.510.340,29;
1491;1492;08/05/2013;4;9;18;44;46;48;1;NEPOMUCENO/MG;R$26.460.707,33;232;R$12.349,72;12719;R$321,80;R$0,00;R$48.938.634,00;R$2.400.000,00;R$20.394.061,14;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1492;1493;11/05/2013;7;12;24;27;30;49;2;"SALVADOR/BA; 
CAMPINAS/SP";R$1.471.764,39;137;R$11.663,62;9075;R$251,54;R$0,00;R$27.293.590,00;R$2.500.000,00;R$20.814.565,27;
1498;1499;01/06/2013;8;22;26;33;37;54;1;PEDRA PRETA/MT;R$43.036.617,07;295;R$13.922,29;18276;R$321,03;R$0,00;R$70.151.904,00;R$22.000.000,00;R$25.283.214,32;
1499;1500;05/06/2013;10;18;31;43;57;59;1;MIRANTE DO PARANAPANEMA/SP;R$22.610.179,37;81;R$30.598,43;7055;R$501,86;R$0,00;R$42.334.170,00;R$3.000.000,00;R$25.935.444,12;
1500;1501;08/06/2013;1;7;13;29;37;54;1;Uruara/PA;R$3.144.718,24;238;R$7.172,83;11210;R$217,55;R$0,00;R$29.159.100,00;R$3.000.000,00;R$26.384.689,60;
1507;1508;03/07/2013;17;18;30;35;39;58;2;"TERESÓPOLIS/RJ; 
SÃO PAULO/SP";R$21.168.975,92;115;R$33.054,59;10276;R$528,45;R$0,00;R$64.928.654,00;R$2.500.000,00;R$30.880.825,64;
1509;1510;10/07/2013;1;8;17;44;46;53;1;PONTA GROSSA/PR;R$22.933.056,04;95;R$24.874,70;9101;R$370,93;R$0,00;R$40.363.448,00;R$2.700.000,00;R$31.925.104,94;SORTEIO REALIZADO EM ESTÚDIO DE TV.
1513;1514;24/07/2013;16;17;23;42;59;60;1;TOLEDO/PR;R$14.061.405,08;66;R$31.999,66;6219;R$485,14;R$0,00;R$36.074.146,00;R$14.000.000,00;R$33.933.877,16;
1514;1515;27/07/2013;4;13;14;18;49;59;1;SAPUCAIA DO SUL/RS;R$15.200.594,63;111;R$17.732,26;8567;R$328,21;R$0,00;R$33.619.702,00;R$2.500.000,00;R$34.451.845,80;
1515;1516;31/07/2013;4;18;20;34;45;60;1;NOVO PROGRESSO/PA;R$2.581.185,45;56;R$25.021,69;3946;R$507,28;R$0,00;R$23.933.796,00;R$2.500.000,00;R$34.820.586,59;Sorteio realizado em estúdio de TV.
1520;1521;14/08/2013;11;14;18;30;33;39;1;NOVA IGUAÇU/RJ;R$25.313.774,00;134;R$19.657,33;9266;R$406,10;R$0,00;R$44.992.102,00;R$2.500.000,00;R$37.199.808,87;
1525;1526;31/08/2013;10;16;28;47;51;59;1;SÃO PAULO/SP;R$31.746.274,15;149;R$20.637,37;10735;R$409,20;R$0,00;R$52.522.740,00;R$2.500.000,00;R$40.046.800,31;
1528;1529;11/09/2013;11;15;17;34;35;49;1;CAMPINA GRANDE DO SUL/PR;R$8.144.582,40;75;R$23.758,30;6622;R$384,40;R$0,00;R$30.435.704,00;R$15.000.000,00;R$41.210.312,13;
1529;1530;14/09/2013;10;16;28;33;48;53;2;"GUARULHOS/SP; 
Ribeirão Preto/SP";R$7.800.140,92;138;R$15.973,07;9644;R$326,52;R$0,00;R$37.650.804,00;R$2.500.000,00;R$41.790.386,73;
